id,song,artist,album,year,i,j,k,disruption
"1043","11- Protesto.mp3", "Gilvan Chaves","[1963] - Gilvan Chaves - 1963 - Gilvan Chaves (Forró em vinil)","1963",15,1,0,0.875000
"2882","01 Vai meu balão.mp3", "Marinês","[1970] - Marinês - 1970 - Sonhando com meu bem (Forró em vinil)","1970",17,2,0,0.789474
"10201","09 Casal de namorados.mp3", "Benedito Nunes","[1982] - Benedito Nunes - 1982 - O complicado (Forró em vinil)","1982",24,2,3,0.758621
"1044","08- A vida passou.mp3", "Gilvan Chaves","[1963] - Gilvan Chaves - 1963 - Gilvan Chaves (Forró em vinil)","1963",7,1,0,0.750000
"2658","05 Vida de vaqueiro - Sala de reboco - A vida do viajante.mp3", "Camarão","[1970] - 1970 - Camarão - A bandinha do Camarão vol.2 (Forró em vinil)","1970",18,1,4,0.739130
"6054","09 o erro meu.mp3", "Lucymar","[1976] - Lucymar - 1976 - O namoro e a poupança (Forró em vinil)","1976",22,1,6,0.724138
"1393","12-MENSAGEM AO DIVINO.mp3", "Ary Lobo","[1965] - 1965 - Ary Lobo - Zé Mané no coco (Forró em vinil)","1965",6,1,0,0.714286
"1420","05 Bizaco de bala.mp3", "Abdias","[1965] - Abdias - 1965 - Sai do sereno (Forró em vinil)","1965",45,7,2,0.703704
"1404","11 Deixei de caçar.mp3", "Zé do Baião","[1965] - 1965 - Zé do Baião - Forró dos namorados (Forró em vinil)","1965",17,1,6,0.666667
"2665","07 Saudades de Propiá.mp3", "Gerson Filho","[1970] - 1970 - Gerson Filho - É pra valer (Forró em vinil)","1970",7,1,1,0.666667
"11488","05 Estraga sapato.mp3", "Abdias","[1984] - Abdias - 1984 - Sanfoneiro desde menino (Forró em vinil)","1984",5,1,0,0.666667
"21006","04 = SAUDADE  = autor,paulo nacimento = eurico felix.mp3", "Trio Araripe- Forró balanceado (forró em vinil)","[2004] - 2004 - Trio Araripe- Forró balanceado (forró em vinil)","2004",5,1,0,0.666667
"12555","09 - Um Outro Um.mp3", "Geraldo Azevedo","[1986] - Geraldo Azevedo - 1986 - De Outra Maneira (Forró em vinil)","1986",5,1,0,0.666667
"10069","x04 - Choro em Patos.mp3", "Zé Paraíba","[1982] - 1982 - Zé Paraíba - O Rei da Sanfona (Forró em vinil)","1982",9,2,0,0.636364
"2017","03.Casamento na roca.mp3", "Pereirinha","[1967] - Pereirinha - 1967 -  Sao Joao de outrora (Forró em vinil)","1967",13,1,5,0.631579
"766","03 Faixa 3.mp3", "Zé Calixto","[1961] - Zé Calixto - 1961 - A volta do sanfoneiro (Forró em vinil)","1961",23,5,4,0.562500
"15207","10 Entre quatro paredes.mp3", "Zinho","[1991] - Zinho - 1991 - Ai o bicho pega (Forró em vinil)","1991",12,3,1,0.562500
"1189","02. Arrasta o pé Zé Lagoa.mp3", "Geraldo Correia","[1964] - Geraldo Correia - 1964 - Um baixinho e seus 8 baixos (Forró em vinil)","1964",10,1,5,0.562500
"2330","Sanfoneiro bom é 06 Piquenique.mp3", "Zé Calixto","[1968] - Zé Calixto - 1968 - Sanfoneiro bom é (Forró em vinil)","1968",6,1,2,0.555556
"780","12 Arraiá da Serra Grande.mp3", "Abdias","[1962] - Abdias - 1962 - Festa com oito baixos (Forró em vinil)","1962",13,1,8,0.545455
"1175","Lado B - Duas fia pra casá (Coroné Ludugero).mp3", "Coronel Ludugero","[1964] - Coronel Ludugero - 1964 - 78RPM (Forró em vinil)","1964",17,4,3,0.541667
"5440","09 Pisando firme.mp3", "Jackson do Pandeiro","[1975] - Jackson do Pandeiro - 1975 - A Tuba da Muié (Forró em vinil)","1975",11,2,5,0.500000
"855","JACKSON DO PANDEIRO - O Protetor.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - A Alegria da casa (Forró em vinil)","1962",11,3,2,0.500000
"784","10 Garimpeiro.mp3", "Abdias","[1962] - Abdias - 1962 - Festa com oito baixos (Forró em vinil)","1962",6,1,3,0.500000
"3647","08 - Salgueirim.mp3", "Severino Januário","[1972] - Severino Januário - 1972 - Choveu no meu roçado (Forró em vinil)","1972",4,1,1,0.500000
"16599","05 Fada do oriente.mp3", "Heleno dos 8 Baixos","[1994] - Heleno dos 8 Baixos - 1994 - Heleno dos 8 Baixos (Forró em vinil)","1994",4,1,1,0.500000
"864","JACKSON DO PANDEIRO - Nao Sou Sapateiro.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - A Alegria da casa (Forró em vinil)","1962",4,1,1,0.500000
"21415","03 - Dependente.mp3", "Caraforró","[2005] - Caraforró - 2005 (Forró em vinil)","2005",4,1,1,0.500000
"14676","04 A Feira de Caruaru.mp3", "Luiz Gonzaga","[1990] - Luiz Gonzaga - 1990 - Olha Pro Ceu (Forró em vinil)","1990",3,1,0,0.500000
"4134","13 Sem vergonheira.mp3", "Marines","[1973] - Marines - 1971 - 1973 - Meu Cariri (Forró em vinil)","1973",3,1,0,0.500000
"12077","13 amei à toa.mp3", "Luiz Gonzaga","[1985] - Luiz Gonzaga - 1985 - Sanfoneiro macho (Forró em vinil)","1985",7,1,5,0.461538
"1394","01-CHEIRO DA GASOLINA.mp3", "Ary Lobo","[1965] - 1965 - Ary Lobo - Zé Mané no coco (Forró em vinil)","1965",52,8,39,0.444444
"15587","05-Deixe o Breque pra Mim.mp3", "Sivuca","[1992] - Sivuca - 1992 - Pau Doido (Forró em vinil)","1992",9,1,8,0.444444
"4265","12 Urubu de bota.mp3", "Oswaldo Silva","[1973] - Oswaldo Silva - 1973 - Fantástico (Forró em vinil)","1973",17,2,15,0.441176
"6528","07- É NOITE DE FESTA ( Juvenal Lopes ) MP3.mp3", "Clemilda","[1977] - Clemilda - 1977 - Forró no brejo (Forró em vinil)","1977",8,1,7,0.437500
"10775","02. O vestido da Mariana.mp3", "Zé Paraíba","[1982] - Zé Paraíba - 1982 - O homem do povo (Forró em vinil)","1982",4,1,2,0.428571
"950","13 WALDICK SORIANO - Piza no Pe Dele.mp3", "Waldick Soriano","[1962] - Waldick Soriano - 1962 - Sua Majestade a 8 Baixos (Forró em vinil)","1962",11,3,5,0.421053
"2008","01 rato molhado.mp3", "Pedro sertanejo","[1967] - Pedro sertanejo - 1967 - Rato molhado (Forró em vinil)","1967",7,2,3,0.416667
"1906","09 Do Lado Qui Relampea.mp3", "Luiz Gonzaga","[1967] - Luiz Gonzaga - 1967 - Óia eu Aqui de Novo (Forró em vinil)","1967",7,2,3,0.416667
"1397","11-CADÊ MÃE.mp3", "Ary Lobo","[1965] - 1965 - Ary Lobo - Zé Mané no coco (Forró em vinil)","1965",12,5,0,0.411765
"11032","09. Sanfona e saudade.mp3", "Camarão","[1983] - Camarão - 1983 - Braz, pedacinho do Norte (Forró em vinil)","1983",3,1,1,0.400000
"11607","09 - A dona do Mercado São José.mp3", "Elino Juliao","[1984] - Elino Juliao - 1984 - Arrastando a vida","1984",3,1,1,0.400000
"1525","5 - xamêgo de baiano.mp3", "Noca do Acordeon","[1965] - Noca do Acordeon - 1965 - Rio quatrocentão (Forró em vinil)","1965",12,3,8,0.391304
"2264","02 - O último dos Mohicanos.mp3", "Moreira da Silva","[1968] - Moreira da Silva - 1968 - Morengueira (Forró em vinil)","1968",29,8,17,0.388889
"5636","05 Madrid.mp3", "Toco Preto","[1975] - Toco Preto - 1975 - Perdido no deserto (Forró em vinil)","1975",8,1,9,0.388889
"5405","14 Aboio.mp3", "Gilvan Chaves","[1975] - Gilvan Chaves - 1975 - vol2 - Série arquivo (Forró em vinil)","1975",8,3,2,0.384615
"22373","01 Faixa 1.mp3", "Luiz Paulo","[2007] - Luiz Paulo - 2007 - Cada Vez Melhor  (Forró em vinil)","2007",8,3,2,0.384615
"1333","04 Dançando agarradinho.mp3", "Noca do acordeon","[1964] - Noca do acordeon - 1964 - Brincando com os dedos (Forró em vinil)","1964",9,1,11,0.380952
"6044","04 eu dou, eu dou, eu dou.mp3", "Lucymar","[1976] - Lucymar - 1976 - O namoro e a poupança (Forró em vinil)","1976",4,1,3,0.375000
"8077","11. Colher de chá.mp3", "Nilo Cearense","[1979] - Nilo Cearense - 1979 - Adeus Pernambuco (Forró em vinil)","1979",8,3,3,0.357143
"783","07 Ramalho no frevo.mp3", "Abdias","[1962] - Abdias - 1962 - Festa com oito baixos (Forró em vinil)","1962",16,3,18,0.351351
"557","06 Futucando.mp3", "Luiz Wanderley","[1960] - Luiz Wanderley - 1960 - Espetacular (Forró em vinil)","1960",14,3,16,0.333333
"1244","02  Tem jabaculê.mp3", "Jackson do Pandeiro","[1964] - Jackson do Pandeiro - 1964 - Tem jabaculê (Forró em vinil)","1964",9,4,2,0.333333
"22102","03 Nossa história.mp3", "Trio Potiguá","[2006] - Trio Potiguá - 2006  - Pé na estrada (Forró em vinil)","2006",5,2,2,0.333333
"13625","04 Prá mexer.mp3", "Sandro Becker vol.8 (Forró em vinil)","[1988] - 1988 - Sandro Becker vol.8 (Forró em vinil)","1988",2,1,0,0.333333
"18893","02 Sanfoneiro contratado.mp3", "Banda de pífanos de Caruarú","[1999] - Banda de pífanos de Caruarú - 1999 - Tudo isso é São João (Forró em vinil)","1999",2,1,0,0.333333
"6673","11 - Esperança do Brasil.mp3", "João do Pife","[1977] - João do Pife - 1977 - Guerreiro Alagoano (Forró em vinil)","1977",7,2,7,0.312500
"21128","04 Madalena.mp3", "Estação Caixa de Prego","[2004] - Estação Caixa de Prego - 2004 - Brasileirando (Forró em vinil)","2004",6,1,9,0.312500
"928","11-A Dona da Casa (Jackson do Pandeiro-Rododlfo B.).mp3", "Raimundinho","[1962] - Raimundinho - 1962 - No forró do Raymundinho (Forró em vinil)","1962",13,5,8,0.307692
"14534","9-QUERO TE DAR AMOR.mp3", "Anastácia","[1990] - Anastácia - 1990 - Forrolambando (Forró em vinil)","1990",15,3,22,0.300000
"761","11 Porto Novo.mp3", "Severino Januário","[1961] - Severino Januário - 1961 - Xaxadinho das Alagoas (Forró em vinil)","1961",10,1,19,0.300000
"2700","04 - É Hoje.mp3", "Abdias","[1970] - Abdias - 1970 - Um Oito Baixos diferente (Forró em vinil)","1970",14,7,3,0.291667
"16877","05 - Sergipe é só Forró.mp3", "Zinho","[1994] - Zinho - 1994 - Eu Sou o Forró (Forro em Vinil)","1994",4,2,1,0.285714
"1232","12 Jackson do Pandeiro - Viva São João.mp3", "Jackson do Pandeiro","[1964] - Jackson do Pandeiro - 1964 - São João no brejo (Forró em vinil)","1964",14,6,9,0.275862
"11108","03-Ave cigana.mp3", "Elba Ramalho","[1983] - Elba Ramalho - 1983 - Coração Brasileiro (Forró em vinil)","1983",11,5,6,0.272727
"20061","08 - Tio Crispiniano- O Herói Brasileiro.mp3", "Tio Crispiniano","[2001] - Tio Crispiniano - 2001 - Pedaço desse chão (Forró em vinil)","2001",7,1,14,0.272727
"20872","11 Coisas do coração.mp3", "Jorge de Altinho","[2003] - Jorge de Altinho - 2003 - No balanço da rede (Forró em vinil)","2003",5,2,4,0.272727
"2579","11 Bacalhau sem tempero.mp3", "Severino Januário","[1969] - Severino Januário - 1969 - Saudade de Montalvânia (forró em vinil)","1969",10,4,10,0.250000
"25233","13 Vamos nos por ai.mp3", "Trio Potiguá","[2011] - Trio Potiguá - 2011 - Feito pra se dançar (Forró em vinil)","2011",2,1,1,0.250000
"9600","04- Paraíba(H.Teixeira-L.Gonzaga).mp3", "Luiz Gonzaga","[1981] - Luiz Gonzaga - 1981 - Festa (Forró em vinil)","1981",2,1,1,0.250000
"18361","13 Faixa 13.mp3", "Antonio Barros e Cecéu","[1998] - Antonio Barros e Cecéu - 1998 - A força do forró","1998",15,6,17,0.236842
"3086","11 - O Galo vai Cantar.mp3", "Elino Juliao","[1971] - Elino Juliao - 1971 - Aquilo (1971)","1971",21,4,47,0.236111
"923","06 - Moura Junior -  Mariazinha (Manezinho Araújo).mp3", "Moura Junior","[1962] - Moura Junior - 1962 - Oooooxênte (Forró em vinil)","1962",9,5,3,0.235294
"2327","01 - Naquele São João.mp3", "É forró que vamos ter","Trio Nordestino - 1968 - É forró que vamos ter","1968",31,9,55,0.231579
"662","09 - COLONEL BOGEY.mp3", "Chiquinho do Acordeon","[1961] - Chiquinho do Acordeon - 1961 - Valsas, Polcas e outras coisas (Forró em vinil)","1961",7,4,2,0.230769
"12069","09 - Pagando o Pato.mp3", "Kojak do Forró","[1985] - Kojak do Forró - 1985 - Kojak do Forró (Forró em vinil)","1985",5,2,6,0.230769
"1513","05 Caboclo Sertanejo.mp3", "Marinês","[1965] - Marinês - 1965 - Maria coisa (Forró em vinil)","1965",15,4,29,0.229167
"796","08 oito baixos e sete cordas.mp3", "Abdias","[1962] - Abdias - 1962 - O fabuloso Abdias (Forró em vinil)","1962",16,6,22,0.227273
"2053","03 Quero Ver Se Não Vai Dar.mp3", "Trio Mossoró","[1967] - Trio Mossoró - 1967 - Convocação (Forró em vinil)","1967",23,9,31,0.222222
"7648","05 divindade.mp3", "Amelinha","[1979] - Amelinha - 1979 - Frevo mulher (Forró em vinil)","1979",3,1,5,0.222222
"1126","07 - Chupando Gêlo.mp3", "Trio Nordestino","[1963] - Trio Nordestino - 1963 - Trio Nordestino (Forró em vinil)","1963",20,11,12,0.209302
"1161","07 Arrasta-pé no surrão.mp3", "Abdias","[1964] - Abdias - 1964 - Fole Gemedor (Forró em vinil)","1964",8,3,13,0.208333
"7679","07 Linds campos de Goiás.mp3", "Arlindo Bettio","[1979] - Arlindo Bettio - 1979 - O sanfoneiro mais alegre do Brasil IV (Forró em vinil)","1979",15,7,17,0.205128
"2287","03 - Forrozinho gostoso.mp3", "Oswaldo Silva","[1968] - Oswaldo Silva - 1968 - Evolução (Forró em vinil)","1968",8,3,14,0.200000
"869","13 O morro cai.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",6,4,0,0.200000
"627","12 Pernambuco você é meu.mp3", "Luiz Wanderley","[1961] - 1961 - Luiz Wanderley - O forró do Wanderley (Forró em vinil)","1961",5,2,8,0.200000
"867","12 Vai levando.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",5,3,2,0.200000
"1118","04 Farofada do Zé.mp3", "Severino Januário","[1963] - Severino Januário - 1963 - Tanguarina (Forró em vinil)","1963",4,1,10,0.200000
"492","10. Tenente Bezerra.mp3", "Gordurinha","[1960] - Gordurinha - 1960 - Gordurinha tá na praça (Forró em vinil)","1960",3,2,0,0.200000
"3046","04 Feira do Itapema.mp3", "Ciço do Pará","[1971] - Ciço do Pará - 1971 - Forrozão (Forró em vinil)","1971",3,2,0,0.200000
"14681","07 Meu Araripe.mp3", "Luiz Gonzaga","[1990] - Luiz Gonzaga - 1990 - Olha Pro Ceu (Forró em vinil)","1990",2,1,2,0.200000
"875","10 É a lei.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",2,1,2,0.200000
"3658","02- Berimbau.mp3", "Sivuca","[1972] - Sivuca - 1972 - Sivuca at the Village Gate (Forró em vinil)","1972",2,1,2,0.200000
"2325","05 - Não levo Maria.mp3", "É forró que vamos ter","Trio Nordestino - 1968 - É forró que vamos ter","1968",19,5,47,0.197183
"1810","1- PAU BRASIL.mp3", "Anastácia","[1967] - Anastácia - 1967 - Anastácia canta para o Nordeste (Forró em vinil)","1967",12,4,25,0.195122
"2532","04 - Quadrilha Caipira.mp3", "Pedro Sertanejo","[1969] - Pedro Sertanejo - 1969 - Balão, Quadrilha e Quentão (Forró em vinil)","1969",18,12,2,0.187500
"1480","05 Tertulina.wma", "Jackson do Pandeiro","[1965] - Jackson do Pandeiro - 1965  - Coisas nossas (Forró em vinil)","1965",7,4,5,0.187500
"11228","06 Risoleta.mp3", "Moreira da Silva","[1983] - Moreira da Silva - 1983 - O astro (Forró em vinil)","1983",6,4,1,0.181818
"3414","12 Celina.mp3", "Banda de Pífanos de Caruarú","[1972] - Banda de Pífanos de Caruarú - 1972 - Bandinha de pifano Zabumba Caruaru (forró em vinil)","1972",8,3,17,0.178571
"1179","09 - Ingratidão.mp3", "Dominguinhos","[1964] - Dominguinhos - 1964 - Fim de festa (Forró em vinil)","1964",18,10,20,0.166667
"3805","12 Dum dum dum de nostalgia.mp3", "Nóca do acordeon","[1973] - 1973 - Nóca do acordeon - Noca do acordeon vol 2 (Forró em vinil)","1973",6,4,2,0.166667
"11871","4 Mulher nova.mp3", "Zé Capoeira e Os Meninos do Nordeste","[1984] - Zé Capoeira e Os Meninos do Nordeste - 1984 - Melancia por taiada (Forró em vinil)","1984",6,4,2,0.166667
"10608","07 Cidade de Conde.mp3", "Terezinha de Jesus","[1982] - Terezinha de Jesus - 1982 - Sotaque (Forró em vinil)","1982",5,2,11,0.166667
"21705","07 - Meu Pé de Serra.mp3", "Zé Duarte","[2005] - Zé Duarte - 2005 - Já virou Xodó (Forró em vinil)","2005",4,2,6,0.166667
"610","03 - Eu Nao Choro Nao.mp3", "Zé Gonzaga","[1960] - Zé Gonzaga - 1960 - Coração sertanejo (Forró em vinil)","1960",4,2,6,0.166667
"1117","02 Promessa.mp3", "Severino Januário","[1963] - Severino Januário - 1963 - Tanguarina (Forró em vinil)","1963",3,1,8,0.166667
"22044","12 Lenha e brasa.mp3", "Sotaque do Nordeste","[2006] - Sotaque do Nordeste - 2006 - Lenha e brasa (Forró em vinil)","2006",3,1,8,0.166667
"3283","03 Letreiro do amor.mp3", "Trio Nortista","[1971] - Trio Nortista - 1971 - Encontrei tú (Forró em vinil)","1971",3,2,1,0.166667
"926","05-Dobrado do R.A.N.(Raimundinho).mp3", "Raimundinho","[1962] - Raimundinho - 1962 - No forró do Raymundinho (Forró em vinil)","1962",2,1,3,0.166667
"1477","03 Meu berimbau.wma", "Jackson do Pandeiro","[1965] - Jackson do Pandeiro - 1965  - Coisas nossas (Forró em vinil)","1965",8,3,20,0.161290
"23862","20 Fornalha global.mp3", "Estrela do Norte","[2010] - Estrela do Norte - 2010 - Meu forró é de verdade (Forró em vinil)","2010",13,9,3,0.160000
"1406","01 Nós 3 e meu cavalo.mp3", "Zé do Baião","[1965] - 1965 - Zé do Baião - Forró dos namorados (Forró em vinil)","1965",11,8,0,0.157895
"3791","06 - Qudrilha dos Namorados.mp3", "Gerson Filho","[1973] - 1973 - Gerson Filho - Vol. 04 - 8 Baixos Brasileiros (Forró em vinil)","1973",9,4,20,0.151515
"659","02 Forró lá no Bosque.mp3", "Ary Lobo","[1961] - Ary Lobo - 1961 - Compacto Duplo (Forró em vinil)","1961",7,4,9,0.150000
"3413","01 Briga do cachorro com a onça.mp3", "Banda de Pífanos de Caruarú","[1972] - Banda de Pífanos de Caruarú - 1972 - Bandinha de pifano Zabumba Caruaru (forró em vinil)","1972",6,2,19,0.148148
"4135","05 Explosão.mp3", "Marines","[1973] - Marines - 1971 - 1973 - Meu Cariri (Forró em vinil)","1973",6,2,20,0.142857
"4005","03. Perigoso.mp3", "Dominguinhos","[1973] - Dominguinhos - 1973 - O forró é nosso (Forró em vinil)","1973",4,3,0,0.142857
"2001","02 Cachorro doido.mp3", "Pedro Sertanejo","[1967] - Pedro Sertanejo - 1967 - Meu pé de serra (Forró em vinil)","1967",3,2,2,0.142857
"25236","12 - Feito que nem caldo de cana (Instrumental) - Trio Sucupira.mp3", "Trio Sucupira","[2011] - Trio Sucupira - 2011 - Até o dia clarear (Forró em vinil)","2011",2,1,4,0.142857
"10474","07 Mal de amor.mp3", "Os 3 do Nordeste","[1982] - Os 3 do Nordeste - 1982 - Botando quente (Forró em vinil)","1982",2,1,4,0.142857
"18139","07 Não me deixe por favor.mp3", "Sandro Becker","[1997] - Sandro Becker - 1997 - Sandro Becker (Forró em vinil)","1997",2,1,4,0.142857
"7286","12 pai nosso.mp3", "Luiz Gonzaga","[1978] - Luiz Gonzaga - 1978 - Dengo maior (Forró em vinil)","1978",7,2,28,0.135135
"7907","03 - Légua tirana.mp3", "Luiz Gonzaga","[1979] - Luiz Gonzaga - 1979 - Disco de Ouro - Vol. 02 (Forró em vinil)","1979",5,3,7,0.133333
"15591","07-Forró na Penha.mp3", "Sivuca","[1992] - Sivuca - 1992 - Pau Doido (Forró em vinil)","1992",5,2,16,0.130435
"1074","02 Garoto de Caculé.mp3", "Jackson do Pandeiro","[1963] - Jackson do Pandeiro - 1963 - Forro de Zé Lagoa (Forró em vinil)","1963",13,6,35,0.129630
"3418","09 Segura o passo Zé.mp3", "Banda de Pífanos de Caruarú","[1972] - Banda de Pífanos de Caruarú - 1972 - Bandinha de pifano Zabumba Caruaru (forró em vinil)","1972",9,1,53,0.126984
"9402","07 Vou te conseguir.mp3", "Elino Julião","[1981] - Elino Julião - 1981 - As mulheres merecem flores (Forró em vinil)","1981",4,3,1,0.125000
"21192","10 Enciumado.mp3", "Jorge de Altinho","[2004] - Jorge de Altinho - 2004 - Acústico (Forró em vinil)","2004",4,3,1,0.125000
"18936","10 O Cheiro da Carolina-O Xote das Meninas-No Meu Pé de Serra.mp3", "Dominguinhos","[1999] - Dominguinhos - 1999 - Millennium (Forró em vinil)","1999",3,2,3,0.125000
"15656","07 recordando januário.mp3", "Zé Gonzaga","[1992] - Zé Gonzaga - 1992 - Asa branca (Forró em vinil)","1992",3,2,3,0.125000
"1200","10 O Canto do Pitiguari.mp3", "Gerson Filho","[1964] - Gerson Filho - 1964 - O forró é meu (Forró em vinil)","1964",3,2,3,0.125000
"9813","10 Rojão do nordeste.mp3", "Renato Leite","[1981] - Renato Leite - 1981 - O rei do Nordeste (Forró em vinil)","1981",2,1,5,0.125000
"8293","05 Sanfona choradeira.mp3", "Zé Roseno e Marluce","[1979] - Zé Roseno e Marluce - 1979 - Convite ao forró (Forró em vinil)","1979",2,1,5,0.125000
"801","05 Chorão.mp3", "Abdias","[1962] - Abdias - 1962 - O fabuloso Abdias (Forró em vinil)","1962",32,22,28,0.121951
"1553","02-Fala Amor.mp3", "Sivuca","[1965] - Sivuca - 1965 - RendezVous a Rio (Forró em vinil)","1965",27,20,12,0.118644
"2280","04 - Vou balaçar.mp3", "Oswaldo Silva","[1968] - Oswaldo Silva - 1968 - Baião do Berimbau - Compacto duplo (Forró em vinil)","1968",6,4,7,0.117647
"2893","07 - Palmeirinha.mp3", "Severino Januário","[1970] - Severino Januário - 1970 - Asa Branca da Serra (Forró em vinil)","1970",13,10,3,0.115385
"2060","10 As Três Marias.mp3", "Trio Mossoró","[1967] - Trio Mossoró - 1967 - Convocação (Forró em vinil)","1967",9,5,21,0.114286
"4150","07 Amanhecendo.mp3", "Marinês","[1973] - Marinês - 1973 - Só pra machucar (Forró em vinil)","1973",8,4,23,0.114286
"6061","10 Nos cafundó de Bodocó.mp3", "Luiz Gonzaga","[1976] - Luiz Gonzaga - 1976 - Capim Novo (forro em vinil)","1976",5,1,29,0.114286
"2944","09 - Chega de esperar você.mp3", "Zenilton","[1970] - Zenilton - 1970 - Forró pra frente (Forró em vinil)","1970",9,2,51,0.112903
"1720","02 Tesourão.mp3", "Marinês","[1966] - Marinês - 1966 - Meu Benzim (Forró em vinil)","1966",16,7,57,0.112500
"12007","06 um dedo só.mp3", "Clemilda","[1985] - Clemilda - 1985 - Prenda o Tadeu (Forró em vinil)","1985",5,1,30,0.111111
"5437","12 Vitalina.mp3", "Jackson do Pandeiro","[1975] - Jackson do Pandeiro - 1975 - A Tuba da Muié (Forró em vinil)","1975",4,3,2,0.111111
"2955","O sanfoneiro do Brasil 09 Custe o que custar.mp3", "Zé Calixto","[1970] - Zé Calixto - 1970 - O sanfoneiro do Brasil (Forró em vinil)","1970",2,1,6,0.111111
"1670","02 Avião peneirador.mp3", "Genival Lacerda","[1966] - Genival Lacerda - 1966 - Este é o cobra do norte (Forró em vinil)","1966",28,16,66,0.109091
"430","12 O marido da vedete.mp3", "Gordurinha","[1960] - 1960 - Gordurinha - Mamãe, estou agradando (Forró em vinil)","1960",7,4,17,0.107143
"18248","05 Adivinhando Chuva.mp3", "Véio Mangaba e suas Pastoras endiabradas","[1997] - Véio Mangaba e suas Pastoras endiabradas - 1997 (Forró em vinil)","1997",3,1,15,0.105263
"2592","02 - Arrastao.mp3", "Sivuca","[1969] - Sivuca - 1969 - Guitar & Accordion (Forró em vinil)","1969",8,5,17,0.100000
"9409","05 Você vai sair comigo.mp3", "Elino Julião","[1981] - Elino Julião - 1981 - As mulheres merecem flores (Forró em vinil)","1981",4,3,3,0.100000
"3591","01 - Surubim.mp3", "Oswaldo Silva","[1972] - Oswaldo Silva - 1972 - Nordeste, eu te amo (Forró em vinil)","1972",4,3,3,0.100000
"22670","03 quero vê tu dizê não.mp3", "Dona Zaíra","[2008] - Dona Zaíra - 2008 - O Forró de Dona Zaíra (Forró em vinil)","2008",4,3,3,0.100000
"21919","15. Baião De Vassouras - Os Cariocas.mp3", "Luiz Gonzaga","[2006] - Luiz Gonzaga - 2006 - Seu Canto, Sua Sanfona E Seus Amigos - Vol. 4 (Forró em vinil)","2006",2,1,7,0.100000
"2429","01 Lindo papel.mp3", "Coroné Narcisinho","[1969] - Coroné Narcisinho - 1969 - Forró do Serrado (Forró em vinil)","1969",36,20,106,0.098765
"4762","03. Quadrilha brasileira.mp3", "Festa de São João","[1974] - Festa de São João - 1974 - Toninho e sua gente (Forró em vinil)","1974",4,1,26,0.096774
"8242","09 Saudade de Piauí.mp3", "Xexéu do norte","[1979] - Xexéu do norte - 1979 - Diploma dela (Forró em vinil)","1979",7,1,55,0.095238
"11400","04 forró da mamãe.mp3", "Trio Nordestino","[1983] - Trio Nordestino - 1983 - Amor pra dar (forró em vinil)","1983",6,1,46,0.094340
"993","8 - VIVA O SAMBA.mp3", "gordurinha","[1963] - 1963 - gordurinha - um espetáculo (Forró em vinil)","1963",69,41,191,0.093023
"3391","11 - Uai uai.mp3", "Anastácia","[1972] - Anastácia - 1972 - Vamos xamegá","1972",15,9,41,0.092308
"1399","05-BATUQUE DE ÍNDIO.mp3", "Ary Lobo","[1965] - 1965 - Ary Lobo - Zé Mané no coco (Forró em vinil)","1965",39,20,148,0.091787
"908","04-O Bom que o coco tem_Zé Dantas.mp3", "Marinês","[1962] - Marinês - 1962 - Outra Vez (Forró em vinil)","1962",10,5,40,0.090909
"874","04 O pau rolou.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",3,2,6,0.090909
"872","11 A cadeira do rei.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",3,2,6,0.090909
"17266","05 - Eu agora sou feliz.mp3", "Nandinho do Pandeiro","[1995] - Nandinho do Pandeiro - 1995 - Forró Explosão (Forró em vinil)","1995",2,1,8,0.090909
"3529","11 - Corrida de Mourão.mp3", "Luiz Gonzaga","[1972] - Luiz Gonzaga - 1972 - Aquilo bom (Forró em vinil)","1972",10,3,71,0.083333
"13157","01 - Caminhos do prazer.mp3", "Eliane","[1987] - Eliane - 1987 - Eliane (Forró em vinil)","1987",6,1,53,0.083333
"12001","10 Ferrada do mosquito.mp3", "Carlos Nascimento","[1985] - Carlos Nascimento - 1985 - Carlos Nascimento (Forró em vinil)","1985",4,3,5,0.083333
"20821","03 - Caminhos do coração (pessoas = pessoas).mp3", "Falamansa","[2003] - Falamansa - 2003 - Simples mortais (Forró em vinil)","2003",3,1,20,0.083333
"1158","07 - Vamos a farinhada.mp3", "ary lobo","[1964] - 1964 - ary lobo - Forró em calcaia","1964",2,1,9,0.083333
"7241","02 Vou no rastro dela.mp3", "Jacinto Limeira","[1978] - Jacinto Limeira - 1978 - O cantor trombonista (Forró em vinil)","1978",2,1,9,0.083333
