id,song,artist,album,year,i,j,k,disruption
"507","03 Diálogo.mp3", "Jararaca e Ratinho","[1960] - Jararaca e Ratinho - 1960 - Jararaca e Ratinho (Forró em vinil)","1960",37,0,0,1.000000
"10656","02 - Padrinho Cícero do Juazeiro.mp3", "Trio Juazeiro","[1982] - Trio Juazeiro - 1982 - Pedaço de fulô","1982",28,0,0,1.000000
"2428","08 Namorada de João.mp3", "Coroné Narcisinho","[1969] - Coroné Narcisinho - 1969 - Forró do Serrado (Forró em vinil)","1969",24,0,0,1.000000
"3551","01 Sem Vergonheira.mp3", "Marinês","[1972] - Marinês - 1972 - Canção da fé (Forró em vinil)","1972",22,0,0,1.000000
"887","10 Derramaro o Gai.mp3", "Luiz Gonzaga","[1962] - Luiz Gonzaga - 1962 - O Nordeste na Voz de Luiz Gonzaga (Forró em vinil)","1962",19,0,0,1.000000
"6574","01 lembranças.mp3", "Flávio José","[1977] - Flávio José - 1977 - Só confio em tu (forró em vinil)","1977",18,0,0,1.000000
"900","09 Forró De Zé Antão.mp3", "Luiz Gonzaga","[1962] - Luiz Gonzaga - 1962 - Ô Véio Macho (Forró em vinil)","1962",18,0,0,1.000000
"21915","01. Renascença  - Luiz Gonzaga.mp3", "Luiz Gonzaga","[2006] - Luiz Gonzaga - 2006 - Seu Canto, Sua Sanfona E Seus Amigos - Vol. 4 (Forró em vinil)","2006",17,0,0,1.000000
"2531","08 - Forró Pernambucano.mp3", "Pedro Sertanejo","[1969] - Pedro Sertanejo - 1969 - Balão, Quadrilha e Quentão (Forró em vinil)","1969",15,0,0,1.000000
"1124","05 Maranguape.mp3", "Severino Januário","[1963] - Severino Januário - 1963 - Tanguarina (Forró em vinil)","1963",15,0,0,1.000000
"21005","18 = SÃO JOÃO DE CAMPINA GRANDE  = autor, alusio cruz = expedito duarte ( Mano Novo ).mp3", "Trio Araripe- Forró balanceado (forró em vinil)","[2004] - 2004 - Trio Araripe- Forró balanceado (forró em vinil)","2004",15,0,0,1.000000
"1186","08 - Rala o coco Lili.mp3", "Dominguinhos","[1964] - Dominguinhos - 1964 - Fim de festa (Forró em vinil)","1964",15,0,0,1.000000
"12276","03 A festa que vamos ter.mp3", "Trio Pajeú","[1985] - Trio Pajeú - 1985 - Agora é assim (Forró em vinil)","1985",15,0,0,1.000000
"1150","05 - Quem dá aos pobres empresta a deus.mp3", "ary lobo","[1964] - 1964 - ary lobo - Forró em calcaia","1964",14,0,0,1.000000
"753","01 Xaxadinho das Alagoas.mp3", "Severino Januário","[1961] - Severino Januário - 1961 - Xaxadinho das Alagoas (Forró em vinil)","1961",14,0,0,1.000000
"13269","12 toca pai.mp3", "Luiz Gonzaga","[1987] - Luiz Gonzaga - 1987 - De fiá pavi (Forró em vinil)","1987",14,0,0,1.000000
"3886","07 - Mulher Dengosa.mp3", "Banda de Pífanos de Caruaru","[1973] - Banda de Pífanos de Caruaru - 1973 - Zabumba Caruaru Vol. II (Forró em vinil)","1973",13,0,0,1.000000
"5818","07 Forrozão.mp3", "Adolfinho","[1976] - Adolfinho - 1976 - Tocador de fole (Forró em vinil)","1976",13,0,0,1.000000
"725","08 - Aroeira.mp3", "Luiz Gonzaga","[1961] - Luiz Gonzaga - 1961 - Lua (Forró em vinil)","1961",13,0,0,1.000000
"5400","13 Pastoril do velho cebola.mp3", "Gilvan Chaves","[1975] - Gilvan Chaves - 1975 - vol2 - Série arquivo (Forró em vinil)","1975",12,0,0,1.000000
"13225","04 - Amor Visivel (Zé Conrado).mp3", "Irmãos do Baião","[1987] - Irmãos do Baião - 1987 - Forró de Luxo (Forró em vinil)","1987",12,0,0,1.000000
"10778","10. Forró em Serra Pelada.mp3", "Zé Paraíba","[1982] - Zé Paraíba - 1982 - O homem do povo (Forró em vinil)","1982",12,0,0,1.000000
"479","05. Tengo-tengo.mp3", "Gerson Filho","[1960] - Gerson Filho - 1960 - Xodó de sanfoneiro (Forró em vinil)","1960",12,0,0,1.000000
"994","12 - CINQšENTA MEGATONS.mp3", "gordurinha","[1963] - 1963 - gordurinha - um espetáculo (Forró em vinil)","1963",12,0,0,1.000000
"10661","04 Vamos para Sobradinho.mp3", "Trio Natal","[1982] - Trio Natal - 1982 - Trio Natal (Forró em vinil)","1982",11,0,0,1.000000
"7188","06 Edézio no frevo.mp3", "Genario","[1978] - Genario - 1978 - Forró moderno (Forró em vinil)","1978",11,0,0,1.000000
"3388","12 - Assim, não dá nenem.mp3", "Anastácia","[1972] - Anastácia - 1972 - Vamos xamegá","1972",11,0,0,1.000000
"6056","12 Apologia ao Jumento.mp3", "Luiz Gonzaga","[1976] - Luiz Gonzaga - 1976 - Capim Novo (forro em vinil)","1976",11,0,0,1.000000
"2430","03 O Juana.mp3", "Coroné Narcisinho","[1969] - Coroné Narcisinho - 1969 - Forró do Serrado (Forró em vinil)","1969",11,0,0,1.000000
"3089","10 - Zé Povinho.mp3", "Elino Juliao","[1971] - Elino Juliao - 1971 - Aquilo (1971)","1971",11,0,0,1.000000
"21889","11 Emoção de uma fã.mp3", "Joquinha Gonzaga","[2006] - Joquinha Gonzaga - 2006 - Cantos e causos de Gonzagão (Forró em vinil)","2006",11,0,0,1.000000
"1826","02 O dinheiro novo.mp3", "Elino Julião","[1967] - Elino Julião - 1967 - Compacto simples (Forró em vinil)","1967",11,0,0,1.000000
"15641","08 Vapt vupt.mp3", "Zé Duarte","[1992] - Zé Duarte - 1992 - Vapt vupt (Forró em vinil)","1992",11,0,0,1.000000
"3840","11 Meu são Benedito.mp3", "Ary Lobo","[1973] - Ary Lobo - 1973 - Fim de verão (Forró em vinil)","1973",11,0,0,1.000000
"1112","12 União.mp3", "Pedro Sertanejo","[1963] - Pedro Sertanejo - 1963 - O rei do sertão (Forró em vinil)","1963",10,0,0,1.000000
"9435","08 - morena da minha rua.mp3", "Genario","[1981] - Genario - 1981 - forro de vanguarda (forro em vinil)","1981",10,0,0,1.000000
"2557","12 Sanfoneiro Guidou.mp3", "Pedro Sertanejo","[1969] - Pedro Sertanejo - 1969 - Forró alagoano (Forró em vinil)","1969",10,0,0,1.000000
"1478","06 Vou ver Papai Noel.wma", "Jackson do Pandeiro","[1965] - Jackson do Pandeiro - 1965  - Coisas nossas (Forró em vinil)","1965",10,0,0,1.000000
"903","05-Voz Geral_Ary Monteiro_João do Vale.mp3", "Marinês","[1962] - Marinês - 1962 - Outra Vez (Forró em vinil)","1962",10,0,0,1.000000
"1576","05 Revendo Mossoró.mp3", "Trio Mossoró","[1965] - Trio Mossoró - 1965 - Quem foi vaqueiro (Forró em vinil)","1965",9,0,0,1.000000
"11872","11 Os anos oitenta.mp3", "Zé Capoeira e Os Meninos do Nordeste","[1984] - Zé Capoeira e Os Meninos do Nordeste - 1984 - Melancia por taiada (Forró em vinil)","1984",9,0,0,1.000000
"22762","12 Faixa 12.mp3", "Grupo de forró","[2008] - Grupo de forró - 2008 - Mistura fina (Forró em vinil)","2008",9,0,0,1.000000
"6162","02 pirril caiu na ponte.mp3", "Pirril","[1976] - Pirril - 1976 - Bicho Homem (Forró em vinil)","1976",9,0,0,1.000000
"2434","08-HOMENAGEM À JANUÁRIO.mp3", "Dominguinhos","[1969] - Dominguinhos - 1969 - Cheinho de Molho (Forró em vinil)","1969",9,0,0,1.000000
"565","10-O Zóio de Ana Bela_Julinho_João do Vale.mp3", "Marinês","[1960] - Marinês - 1960 - Marinês e Sua Gente (Forró em vinil)","1960",9,0,0,1.000000
"11328","06 - Arrancando Caroá.mp3", "Severino Januário","[1983] - Severino Januário - 1983 - Luiz Gonzaga e Seus Parceiros (Forró em vinil)","1983",9,0,0,1.000000
"1048","09- Nem uma luz brilhou.mp3", "Gilvan Chaves","[1963] - Gilvan Chaves - 1963 - Gilvan Chaves (Forró em vinil)","1963",9,0,0,1.000000
"1953","10 - multirão.mp3", "Marinês","[1967] - Marinês - 1967 - Marinês (forro em vinil)","1967",9,0,0,1.000000
"11787","5- Forró animado.mp3", "Severino Januario","[1984] - Severino Januario - 1984 - Forró animado (Forró em vinil)","1984",9,0,0,1.000000
"608","sanfona de 8 baixos 02 Faixa 2.mp3", "Zé Calixto","[1960] - Zé Calixto - 1960 - e sua sanfona de 8 baixos (Forró em vinil)","1960",9,0,0,1.000000
"4517","05 cavalo manco.mp3", "Zé Mamede e sua gente esquentada","[1973] - Zé Mamede e sua gente esquentada - 1973 - Arrasta-pé no sertão (Forró em vinil)","1973",9,0,0,1.000000
"6138","03 - Sapo de Brejo.mp3", "Pedro Sertanejo","[1976] - Pedro Sertanejo - 1976 - Meu Sabiá (Forró em vinil)","1976",9,0,0,1.000000
"1038","06 Desengonçado.mp3", "Gerson Filho","[1963] - Gerson Filho - 1963 - Lá vai fumaça (Forró em vinil)","1963",8,0,0,1.000000
"12612","02 o colecionador de moedas.mp3", "Jorge Teodoro","[1986] - Jorge Teodoro - 1986 - Forró do bom (Forró em vinil)","1986",8,0,0,1.000000
"2563","05 Meus canarinhos.mp3", "Pedro Sertanejo","[1969] - Pedro Sertanejo - 1969 - Forró do Luna (Forró em vinil)","1969",8,0,0,1.000000
"2892","04 - Curió.mp3", "Severino Januário","[1970] - Severino Januário - 1970 - Asa Branca da Serra (Forró em vinil)","1970",8,0,0,1.000000
"10469","08 El reloj.mp3", "Noca do acordeon","[1982] - Noca do acordeon - 1982 - Noca do Acordeon (Forró em vinil)","1982",8,0,0,1.000000
"3588","04 - Imperatriz.mp3", "Oswaldo Silva","[1972] - Oswaldo Silva - 1972 - Nordeste, eu te amo (Forró em vinil)","1972",8,0,0,1.000000
"9484","04 a moda é forró.mp3", "Ivan ferraz","[1981] - Ivan ferraz - 1981 - mania de quarentão (forró em vinil)","1981",8,0,0,1.000000
"2370","10 Não chegou a chegar.mp3", "Zé do Baião","[1969] - 1969 - Zé do Baião - No oitão la de casa (Forró em vinil)","1969",8,0,0,1.000000
"1713","01 O Cheiro Da Carolina.mp3", "Luiz Gonzaga","[1966] - Luiz Gonzaga - 1966 - Sua sanfona e sua simpatia (Forró em vinil)","1966",8,0,0,1.000000
"3158","03 Laura.mp3", "João Silva","[1971] - João Silva - 1971 - João Silva (Forró em vinil)","1971",8,0,0,1.000000
"3233","11 - Arrasta-peÌ na brasa (AndreÌ ArauÌjo - Oswaldo Silva).mp3", "Pedro Sertanejo","[1971] - Pedro Sertanejo - 1971 - União dos Palmares (Forró em vinil)","1971",8,0,0,1.000000
"429","09 Meio termo.mp3", "Gordurinha","[1960] - 1960 - Gordurinha - Mamãe, estou agradando (Forró em vinil)","1960",8,0,0,1.000000
"10317","10. Baião do gato.mp3", "Gonzaguinha do baião","[1982] - Gonzaguinha do baião - 1982 - É sim terra das coroas (Forró em vinil)","1982",8,0,0,1.000000
"758","12 Xamego de Sinhá.mp3", "Severino Januário","[1961] - Severino Januário - 1961 - Xaxadinho das Alagoas (Forró em vinil)","1961",7,0,0,1.000000
"7623","09 Granjeiro.mp3", "Adolfinho ","[1979] - Adolfinho  - 1979  - Galo de briga (Forró em vinil)","1979",7,0,0,1.000000
"8288","07 Remelexo.mp3", "Zé Roseno e Marluce","[1979] - Zé Roseno e Marluce - 1979 - Convite ao forró (Forró em vinil)","1979",7,0,0,1.000000
"8073","01. Adeus Pernambuco.mp3", "Nilo Cearense","[1979] - Nilo Cearense - 1979 - Adeus Pernambuco (Forró em vinil)","1979",7,0,0,1.000000
"15643","04 Eu não como essa salada.mp3", "Zé Duarte","[1992] - Zé Duarte - 1992 - Vapt vupt (Forró em vinil)","1992",7,0,0,1.000000
"6578","08 a cachoeira.mp3", "Flávio José","[1977] - Flávio José - 1977 - Só confio em tu (forró em vinil)","1977",7,0,0,1.000000
"16597","12. Súplica Cearense - Gordurinha - 1960.mp3", "Gordurinha e Carmélia Alves","[1994] - Gordurinha e Carmélia Alves - 1994 - Mestres da MPB (Forró em vinil)","1994",7,0,0,1.000000
"1235","10 Jackson do Pandeiro - De pé no chão.mp3", "Jackson do Pandeiro","[1964] - Jackson do Pandeiro - 1964 - São João no brejo (Forró em vinil)","1964",7,0,0,1.000000
"14602","01-Jeito manhoso.mp3", "Eliane","[1990] - Eliane - 1990 - Jeito Manhoso (Forró em vinil)","1990",7,0,0,1.000000
"793","04 Zé tempêro.mp3", "Abdias","[1962] - Abdias - 1962 - O fabuloso Abdias (Forró em vinil)","1962",7,0,0,1.000000
"3348","04 a media luz - cantando - figura de mulher.mp3", "Gerson filho","[1972] - 1972 - Gerson filho - Oito baixos brasileiro (Forró em vinil)","1972",6,0,0,1.000000
"2793","05 Elas gostam de apanhar.mp3", "Genival Lacerda e Lucio Mauro","[1970] - Genival Lacerda e Lucio Mauro - 1970 - As trapalhadas de Cazuza e seu Barbalho (Forró em vinil)","1970",6,0,0,1.000000
"3206","06 - Toque de Pife.mp3", "Negrão dos Oito Baixos","[1971] - Negrão dos Oito Baixos - 1971 - Sertão no forró (Forró em vinil)","1971",6,0,0,1.000000
"634","08 Forró no Pé da Serra.mp3", "Adolfinho","[1961] - Adolfinho - 1961 - Adolfo e sua 8 Baixos (forró em vinil)","1961",6,0,0,1.000000
"5946","04 Saia De Bico.mp3", "Carmélia Alves","[1976] - Carmélia Alves - 1976 - Carmélia Alves (Forró em vinil)","1976",6,0,0,1.000000
"2562","04 Terezinha.mp3", "Pedro Sertanejo","[1969] - Pedro Sertanejo - 1969 - Forró do Luna (Forró em vinil)","1969",6,0,0,1.000000
"866","03 Entra na roda.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",6,0,0,1.000000
"4994","06- Traquinagem da Vandinha.mp3", "Oswaldinho","[1974] - Oswaldinho - 1974 - Só quero um xodó (Forró em vinil)","1974",6,0,0,1.000000
"850","01 Quadrilha do Cabo.mp3", "Gerson Filho","[1962] - Gerson Filho - 1962 - Quadrilhas com Gerson Filho (Forró em vinil)","1962",6,0,0,1.000000
"9916","4- Rainha do Siridó.mp3", "Trio Siridó","[1981] - Trio Siridó - 1981 - Até o dia amainsá (Forró em vinil)","1981",6,0,0,1.000000
"2425","11 Chicá.mp3", "Coroné Narcisinho","[1969] - Coroné Narcisinho - 1969 - Forró do Serrado (Forró em vinil)","1969",6,0,0,1.000000
"1199","11. Castigando o fole.mp3", "Geraldo Correia","[1964] - Geraldo Correia - 1964 - Um baixinho e seus 8 baixos (Forró em vinil)","1964",6,0,0,1.000000
"7294","06 serrote agudo.mp3", "Luiz Gonzaga","[1978] - Luiz Gonzaga - 1978 - Dengo maior (Forró em vinil)","1978",6,0,0,1.000000
"435","06 Não sou de nada.mp3", "Gordurinha","[1960] - 1960 - Gordurinha - Mamãe, estou agradando (Forró em vinil)","1960",6,0,0,1.000000
"4995","12- Maria Vitória.mp3", "Oswaldinho","[1974] - Oswaldinho - 1974 - Só quero um xodó (Forró em vinil)","1974",6,0,0,1.000000
"14652","09. Precisando de amor.mp3", "Joquinha Gonzaga","[1990] - Joquinha Gonzaga - 1990 - É só se remexer (Forró em vinil)","1990",6,0,0,1.000000
"4774","05 - A história do peixe tuninha.mp3", "Genival Lacerda","[1974] - Genival Lacerda - 1974 - O bom (Forró em vinil)","1974",6,0,0,1.000000
"9092","05 - Forró das Véias.mp3", "Zénilton","[1980] - Zénilton - 1980 - Meu Casamento - Forro em Vinil","1980",6,0,0,1.000000
"11455","11 - QUIABO GIGANTE.mp3", "Sandro Becker vol.4 (Forró em vinil)","[1984] - 1984 - Sandro Becker vol.4 (Forró em vinil)","1984",6,0,0,1.000000
"9320","12- Relógio da central.mp3", "Coronel Narcizinho","[1981] - Coronel Narcizinho - 1981 - Cel Narcizinho (Forró em vinil)","1981",6,0,0,1.000000
"11227","01 Amigo urso.mp3", "Moreira da Silva","[1983] - Moreira da Silva - 1983 - O astro (Forró em vinil)","1983",6,0,0,1.000000
"5565","04- Forró Por Enquanto.mp3", "Oswaldinho","[1975] - Oswaldinho - 1975 - Oswaldinho (Forró em vinil)","1975",6,0,0,1.000000
"14787","10 o adeus ao rei.mp3", "Zinho","[1990] - Zinho - 1990 - Remexe coração (forró em vinil)","1990",6,0,0,1.000000
"5436","11 Estrada de espinho.mp3", "Jackson do Pandeiro","[1975] - Jackson do Pandeiro - 1975 - A Tuba da Muié (Forró em vinil)","1975",6,0,0,1.000000
"15644","03 Em cima em baixo.mp3", "Zé Duarte","[1992] - Zé Duarte - 1992 - Vapt vupt (Forró em vinil)","1992",5,0,0,1.000000
"1062","04 Só Nessa Base.wma", "Jackson do Pandeiro","[1963] - Jackson do Pandeiro - 1963 -  Jackson do Pandeiro, Almira e Zé Calixto - Caminho da roça (Forró em vinil)","1963",5,0,0,1.000000
"1723","03 Ingazeira de Saudade.mp3", "Marinês","[1966] - Marinês - 1966 - Meu Benzim (Forró em vinil)","1966",5,0,0,1.000000
"15621","13 Maria, Mariazinha.mp3", "Trio Nordestino","[1992] - Trio Nordestino - 1992 - Vale a pena ouvir de novo Vol.2 (Forró em vinil)","1992",5,0,0,1.000000
"7235","09 Homenagem ao rei.mp3", "Jacinto Limeira","[1978] - Jacinto Limeira - 1978 - O cantor trombonista (Forró em vinil)","1978",5,0,0,1.000000
"13628","01 Papagaio falador.mp3", "Sandro Becker vol.8 (Forró em vinil)","[1988] - 1988 - Sandro Becker vol.8 (Forró em vinil)","1988",5,0,0,1.000000
"20528","Curandeira.mp3", "Mazinho de Arcoverde","[2002] - Mazinho de Arcoverde - 2002 - A todo vapor (Forró em vinil)","2002",5,0,0,1.000000
"3742","02 Passarinho Verde.mp3", "Zé Gonzaga","[1972] - Zé Gonzaga - 1972 - Zé Gonzaga - AMC (Forró em vinil)","1972",5,0,0,1.000000
"20679","07. Autêntico Pé-de-bode (Tio Joca).mp3", "Trio Sabiá","[2002] - Trio Sabiá - 2002 - Tome safadeza (Forró em vinil)","2002",5,0,0,1.000000
"1567","01 Quem foi vaqueiro.mp3", "Trio Mossoró","[1965] - Trio Mossoró - 1965 - Quem foi vaqueiro (Forró em vinil)","1965",5,0,0,1.000000
"6128","12 - Forró improvisado.mp3", "Pedro Sertanejo","[1976] - Pedro Sertanejo - 1976 - Meu Sabiá (Forró em vinil)","1976",5,0,0,1.000000
"5003","09- Santo Amaro.mp3", "Oswaldinho","[1974] - Oswaldinho - 1974 - Só quero um xodó (Forró em vinil)","1974",5,0,0,1.000000
"3159","04 Rosa das flores.mp3", "João Silva","[1971] - João Silva - 1971 - João Silva (Forró em vinil)","1971",5,0,0,1.000000
"922","02 - Moura Junior - Cow-Boy do Ceará (Catulo de Paula).mp3", "Moura Junior","[1962] - Moura Junior - 1962 - Oooooxênte (Forró em vinil)","1962",5,0,0,1.000000
"8338","07 - Moreninha linda.mp3", "São João na fazenda Rancho Alegre","[1980] - 1980 - São João na fazenda Rancho Alegre","1980",5,0,0,1.000000
"17089","09 Fubá do Pandeiro - Morena Bela.mp3", "Fúba do Pandeiro","[1995] - Fúba do Pandeiro - 1995 - Revivendo Jackson do Pandeiro (Forró em vinil)","1995",5,0,0,1.000000
"636","01 Forró de Juazeiro.mp3", "Adolfinho","[1961] - Adolfinho - 1961 - Adolfo e sua 8 Baixos (forró em vinil)","1961",5,0,0,1.000000
"21146","04 - Paciencia faz o Monge.mp3", "Falamansa","[2004] - Falamansa - 2004 - Um dia perfeito (Forró em vinil)","2004",5,0,0,1.000000
"1046","01- Sete folegos.mp3", "Gilvan Chaves","[1963] - Gilvan Chaves - 1963 - Gilvan Chaves (Forró em vinil)","1963",5,0,0,1.000000
"13920","04 Cobrando ciumes.mp3", "Trio Sabiá","[1988] - Trio Sabiá - 1988 - Tudo por você (Forró em vinil)","1988",5,0,0,1.000000
"4836","01 dance morena.mp3", "João Silva","[1974] - João Silva - 1974 - Adeus Juazeiro (Forró em vinil)","1974",5,0,0,1.000000
"10398","08 Coração vazio.mp3", "Lurdinha","[1982] - Lurdinha - 1982 - Clarão da lua (Forró em vinil)","1982",5,0,0,1.000000
"6395","07 a jogada é outra.mp3", "Rogéria Ribeiro com Zé do norte (Forró em vinil)","[1977] - 1977 - Rogéria Ribeiro com Zé do norte (Forró em vinil)","1977",5,0,0,1.000000
"603","sanfona de 8 baixos 08 Faixa 8.mp3", "Zé Calixto","[1960] - Zé Calixto - 1960 - e sua sanfona de 8 baixos (Forró em vinil)","1960",5,0,0,1.000000
"9400","07Elba Ramalho - Aquarela Nordestina.mp3", "Elba Ramalho","[1981] - Elba Ramalho - 1981 - Elba (Forró em vinil)","1981",5,0,0,1.000000
"7693","04 Buscas.mp3", "Ary Lobo","[1979] - Ary Lobo - 1979 - A mensagem de Ary Lobo (forró em vinil)","1979",5,0,0,1.000000
"490","12. Vendedor de caranguejo.mp3", "Gordurinha","[1960] - Gordurinha - 1960 - Gordurinha tá na praça (Forró em vinil)","1960",4,0,0,1.000000
"3416","04 Feira de Caruaru.mp3", "Banda de Pífanos de Caruarú","[1972] - Banda de Pífanos de Caruarú - 1972 - Bandinha de pifano Zabumba Caruaru (forró em vinil)","1972",4,0,0,1.000000
"3205","05 - De Salvador a Belém.mp3", "Negrão dos Oito Baixos","[1971] - Negrão dos Oito Baixos - 1971 - Sertão no forró (Forró em vinil)","1971",4,0,0,1.000000
"20973","fx 15 PROSA NO BATENTE.mp3", "Xico Bizerra","[2003] - Xico Bizerra - 2003 - Forroboxote 02 (Forró em vinil)","2003",4,0,0,1.000000
"593","04 A vassoura do compadre.mp3", "Paulo Tito","[1960] - Paulo Tito - 1960 - O vendedor de biscoito (Forró em vinil)","1960",4,0,0,1.000000
"3394","01 - Também vou botar pra quebrar.mp3", "Anastácia","[1972] - Anastácia - 1972 - Vamos xamegá","1972",4,0,0,1.000000
"3167","10-Fica mal com Deus.mp3", "Luiz Gonzaga","[1971] - Luiz Gonzaga - 1971 - O canto jovem de Luiz Gonzaga (Forró em vinil)","1971",4,0,0,1.000000
"2607","09 Vem meu bem.mp3", "Trio Nordestino","[1969] - Trio Nordestino - 1969 - Trio Nordestino (Forró em vinil)","1969",4,0,0,1.000000
"19261","13. Mel E Aveloz.mp3", "Accioly Neto","[2000] - Accioly Neto - 2000 - Meu Forró (Forró em vinil)","2000",4,0,0,1.000000
"16427","03. Coração carente.mp3", "Carneiro do Acordeon","[1994] - Carneiro do Acordeon - 1994 - Carneiro do Acordeon (forró em vinil)","1994",4,0,0,1.000000
"1905","10 A Sorte é Cega.mp3", "Luiz Gonzaga","[1967] - Luiz Gonzaga - 1967 - Óia eu Aqui de Novo (Forró em vinil)","1967",4,0,0,1.000000
"6576","10 seca nordestina.mp3", "Flávio José","[1977] - Flávio José - 1977 - Só confio em tu (forró em vinil)","1977",4,0,0,1.000000
"4004","10. Pagode russo.mp3", "Dominguinhos","[1973] - Dominguinhos - 1973 - O forró é nosso (Forró em vinil)","1973",4,0,0,1.000000
"17121","04. lembranças.mp3", "Jacinto Silva","[1995] - Jacinto Silva - 1995 - Forrozeiro internacional (Forró em vinil)","1995",4,0,0,1.000000
"537","06 Bode cheiroso.mp3", "Luiz Wanderley","[1960] - Luiz Wanderley - 1960 - Baiano burro nasce morto (Forró em vinil)","1960",4,0,0,1.000000
"525","Julinho - 02 Baião de Alagoinha(Baiano da Rebeca).mp3", "Julinho e seus candangos","[1960] - Julinho e seus candangos - 1960 - Nordeste Alegre (Forró em vinil)","1960",4,0,0,1.000000
"1240","12 A saudade dói.mp3", "Jackson do Pandeiro","[1964] - Jackson do Pandeiro - 1964 - Tem jabaculê (Forró em vinil)","1964",4,0,0,1.000000
"919","10 - Moura Junior - O Mundo só é bom assim (Buco do Pandeiro-Zé Araújo).mp3", "Moura Junior","[1962] - Moura Junior - 1962 - Oooooxênte (Forró em vinil)","1962",4,0,0,1.000000
"11040","04 gataiada danada.mp3", "Ceará da Bocada","[1983] - Ceará da Bocada - 1983 - Ceará da bocada (Forró em vinil)","1983",4,0,0,1.000000
"9510","11 - Profecia do Pader Cicero.mp3", "Jacinto Silva","[1981] - Jacinto Silva - 1981 - Gírias do norte (Forró em vinil)","1981",4,0,0,1.000000
"2699","10 - Forró Quentão.mp3", "Abdias","[1970] - Abdias - 1970 - Um Oito Baixos diferente (Forró em vinil)","1970",4,0,0,1.000000
"1916","12 Ou casa ou morre.mp3", "Luiz Gonzaga","[1967] - Luiz Gonzaga - 1967 - Óia eu Aqui de Novo (Forró em vinil)","1967",4,0,0,1.000000
"12227","06-Sylvia.mp3", "Sivuca","[1985] - Sivuca - 1985 - Som Brasil (Forró em vinil)","1985",4,0,0,1.000000
"14414","09 Linda mulher.mp3", "Trio Sabiá","[1989] - Trio Sabiá - 1989 - Prova de amor (Forró em vinil)","1989",4,0,0,1.000000
"2427","10 Terra de mafrense.mp3", "Coroné Narcisinho","[1969] - Coroné Narcisinho - 1969 - Forró do Serrado (Forró em vinil)","1969",4,0,0,1.000000
"876","07 Queima do Judas.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - É batucada (Forró em vinil)","1962",4,0,0,1.000000
"858","JACKSON DO PANDEIRO - Viola no Frevo.mp3", "Jackson do Pandeiro","[1962] - Jackson do Pandeiro - 1962 - A Alegria da casa (Forró em vinil)","1962",4,0,0,1.000000
"10316","09. É uma verdade sim.mp3", "Gonzaguinha do baião","[1982] - Gonzaguinha do baião - 1982 - É sim terra das coroas (Forró em vinil)","1982",4,0,0,1.000000
"7200","01. Rita caxeado.mp3", "Genival Lacerda","[1978] - Genival Lacerda - 1978 - Cabeça chata (Forró em vinil)","1978",4,0,0,1.000000
"3282","07 Quem pode, pode.mp3", "Trio Nortista","[1971] - Trio Nortista - 1971 - Encontrei tú (Forró em vinil)","1971",4,0,0,1.000000
"26708","10-Juazeiro-Forró.mp3", "Targino Gondim","[2014] - Targino Gondim - 2014 - Ser tão da Gente (Forró em vinil)","2014",4,0,0,1.000000
"7836","10 Dormindo sem lençol.mp3", "Elino Julião","[1979] - Elino Julião - 1979 - Meu coração é das mulheres (Forró em vinil)","1979",3,0,0,1.000000
"442","01 - Saudade de minha Terra.mp3", "Castanheiro & Trio Nordestino","[1960] - Castanheiro & Trio Nordestino - 1960 - Compacto duplo (Forró em vinil)","1960",3,0,0,1.000000
"3526","08. O sanfoneiro só tocava isso_08.mp3", "José Béttio","[1972] - José Béttio - 1972 - O sanfoneiro mais premiado do Brasil (Forró em vinil)","1972",3,0,0,1.000000
"9401","08 O xote do amor.mp3", "Elino Julião","[1981] - Elino Julião - 1981 - As mulheres merecem flores (Forró em vinil)","1981",3,0,0,1.000000
"3841","10 A volta do vendedor.mp3", "Ary Lobo","[1973] - Ary Lobo - 1973 - Fim de verão (Forró em vinil)","1973",3,0,0,1.000000
"6058","11 Roendo Unha.mp3", "Luiz Gonzaga","[1976] - Luiz Gonzaga - 1976 - Capim Novo (forro em vinil)","1976",3,0,0,1.000000
"22850","13 valentona.mp3", "Os 4 Mensageiros","[2008] - Os 4 Mensageiros - 2008 - 140 por hora (Forró em vinil)","2008",3,0,0,1.000000
"14282","10 Na lagoa do amor.mp3", "Luiz Gonzaga","[1989] - Luiz Gonzaga - 1989 - Vou te matar de cheiro (forró em vinil)","1989",3,0,0,1.000000
"6407","05 - O que você fugiu levando.mp3", "bastinho calixto","[1977] - 1977 - bastinho calixto - Meu presente (Forró em vinil)","1977",3,0,0,1.000000
"21140","03 - Tempo de paz.mp3", "Falamansa","[2004] - Falamansa - 2004 - Um dia perfeito (Forró em vinil)","2004",3,0,0,1.000000
"19154","05 - Desconhecido - Faixa 5.mp3", "Sivuca","[1999] - Sivuca - 1999 - Orquestra sinfonica da Paraíba & Sivuca (Forró em vinil)","1999",3,0,0,1.000000
"10845","01 - Forró no Jaqueirão.mp3", "marquinhos","[1982] - marquinhos - 1982 - Chegou um sanfoneiro","1982",3,0,0,1.000000
